"TrialDescription","GasMeasured","EmissionMeasTechnique","Country","InstituteName","AnimalCategory","ManureType","ManureTreatment","ApplicStartDate","ReplicateNumber","Latitude","Longitude","InhibitorType","ManureDM","ManureTotalN","ManureTAN","ManureRAN","ManureOrgC","ManureCNRatio","ManurePH","ManureApplicRate","ManureApplicRateUnit","ManureTNApplicRate","ManureTANApplicRate","ManureRANApplicRate","ManureApplicSeason","ManureApplicMethod","ManureSoilIncorporation","NH3TimeOfIncorporation","DurationOfEmissionMeasurement","CumulatEmission","EmissionFactor","SoilNH4","SoilNO3","SoilTotalNitrogen","SoilOrganicCarbon","SoilPH","SoilBulkDensity","SoilClay","SoilTexture","SoilWaterUnit","SoilWaterDay1Avg","SoilWaterFirst30dAvg","SoilWaterEntireExptAvg","NH3AirTemperature24hAvg","AirTemperatureFirst30dAvg","AirTemperatureEntireExptAvg","RainfallIrrigation30d","TotalRainfallIrrigationEntireExpt","NH3CumulEmission72h","NH3CropHeight","NH3WindSpeed12h","NH3WindSpeed3d","NH3WindSpeedHeight","NH3RainIrrigation1h","NH3RainIrrigation6h","AnimalSubCategory","DietDMContent","DietLipidContent","DietAshContent","DryMatterIntake","CrudeProtein","CrudeFibre","NDFContent","OMDigestibilityCoefficient","MultiphaseFeeding","Diet","SwineFeedType","ForageSpecies","ForageDMContent","ConcentrateType","ConcentrateDM","ProportionOfConcentrateInDiet","NitrogenDigestibilityCoefficient","NDFDigestibilityCoefficient","CH4Enteric","DatabaseId","ClimateZone","AnimalBreed","TypeOfBeddingMaterial","RateOfInhibitorApplicUnit","RateOfInhibitorApplic","ManureDurationOfStorage","SoilDepthMineralN","SoilDepthOther","CropType","CropYieldDryMatter","CropTotalYieldUnit","CropTotalYield","CropTotalN","NameEntryPerson","DateEntryCompleted","NameQCPersonIfRelevant","OnlineLinkPaper","Reference","QCCommentsIfRelevant","QCDateCompleted","StartGasMeasurements","EndGasMeasurements","NumberOfMeasurements","N2OChambersPerPlot ","N2OChamberArea","N2OGasSamplesPerChamber","NumberOfReplicates","IfMeanWhatVariationUnit","DegreeOfVariation","DescribeStatMethodUsed","SourceOfData","Comments"
"2","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"0",,,,0.64,1.47,1.4,,,,,116,"t/ha",170.52,162.4,,,"broadcast","none",,3,40.616,0.238189068730941,,,,2.47,7.6,,39,"loam",,,,,24.375,,26.333,,,40.616,,2.9134,2.9134,2,,,,,,,,,,,,,,,,,,,,,,,125,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"2","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"0",,,,0.64,1.47,1.4,,,,,170,"t/ha",249.9,238,,,"broadcast","none",,3,56.632,0.226618647458984,,,,2.47,7.6,,39,"loam",,,,,24.375,,26.333,,,56.632,,2.683,2.683,2,,,,,,,,,,,,,,,,,,,,,,,126,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"2","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"0",,,,0.64,1.47,1.4,,,,,170,"t/ha",249.9,238,,,"open slot","none",,3,24.099,0.0964345738295318,,,,2.47,7.6,,39,"loam",,,,,24.375,,26.333,,,24.099,,2.8805,2.8805,2,,,,,,,,,,,,,,,,,,,,,,,127,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"3","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"0",,,,2.19,1.28,0.35,,,,,130,"t/ha",166.4,45.5,,,"broadcast","none",,3,22.829,0.137193509615385,,,,2.47,7.6,,39,"loam",,,,,13.875,,15.792,,,22.829,,2.6995,2.6995,2,,,,,,,,,,,,,,,,,,,,,,,128,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"3","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"0",,,,2.19,1.28,0.35,,,,,210,"t/ha",268.8,73.5,,,"broadcast","none",,3,,,,,,2.47,7.6,,39,"silty.clay.loam",,,,,13.875,,15.792,,,,,2.9134,2.9134,2,,,,,,,,,,,,,,,,,,,,,,,129,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"3","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"0",,,,2.19,1.28,0.35,,,,,210,"t/ha",268.8,73.5,,,"open slot","none",,3,12.159,0.045234375,,,,2.47,7.6,,39,"loam",,,,,13.875,,15.792,,,12.159,,2.9134,2.9134,2,,,,,,,,,,,,,,,,,,,,,,,130,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"4","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"0",,,,2.47,1.25,0.42,,,,,132,"t/ha",165,55.44,,,"broadcast","none",,3,22.405,0.135787878787879,,,,2.47,7.6,,39,"loam",,,,,10.829,,9.4822,,,22.405,,2.5842,2.5842,2,,,,,,,,,,,,,,,,,,,,,,,131,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"4","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"0",,,,2.47,1.25,0.42,,,,,195,"t/ha",243.75,81.9,,,"broadcast","none",,3,33.368,0.136894358974359,,,,2.47,7.6,,39,"loam",,,,,10.829,,9.4822,,,33.368,,2.9134,2.9134,2,,,,,,,,,,,,,,,,,,,,,,,132,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"4","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"0",,,,2.47,1.25,0.42,,,,,195,"t/ha",243.75,81.9,,,"open slot","none",,3,10.712,0.0439466666666667,,,,2.47,7.6,,39,"loam",,,,,10.829,,9.4822,,,10.712,,2.3209,2.3209,2,,,,,,,,,,,,,,,,,,,,,,,133,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"5","NH3","dynamic enclosure","IT","CRPA","Swine","slurry","none",,"1",,,,2.39,2.82,2.09,,,,7.28,103,"t/ha",290.46,215.27,,,"trailing hose","none",,1.31666666666667,69.546,0.239434001239413,,,,1.3,7.45,,44,"loam",,,,,24.853,,27.183,,,,5,1.2753,0.90102,2,,,,,,,,,,,,,,,,,,,,,,,134,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,6,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"5","NH3","dynamic enclosure","IT","CRPA","Swine","slurry","none",,"2",,,,2.39,2.82,2.09,,,,7.28,103,"t/ha",290.46,215.27,,,"trailing hose","none",,1.31041666666667,44.125,0.151914205054052,,,,1.3,7.45,,44,"loam",,,,,24.797,,27.137,,,,5,1.2748,0.89725,2,,,,,,,,,,,,,,,,,,,,,,,135,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,6,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"5","NH3","dynamic enclosure","IT","CRPA","Swine","slurry","none",,"3",,,,2.39,2.82,2.09,,,,7.28,103,"t/ha",290.46,215.27,,,"trailing hose","none",,1.30833333333333,37.843,0.130286442195139,,,,1.3,7.45,,44,"loam",,,,,24.756,,27.096,,,,5,1.2743,0.89363,2,,,,,,,,,,,,,,,,,,,,,,,136,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,6,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"5","NH3","dynamic enclosure","IT","CRPA","Swine","slurry","none",,"1",,,,3.21,3.27,2.16,,,,7.15,103,"t/ha",336.81,222.48,,,"broadcast","none",,1.30070833333333,75.88,0.225290222974377,,,,1.3,7.45,,44,"loam",,,,,24.701,,27.1,,,,5,1.2741,0.89568,2,,,,,,,,,,,,,,,,,,,,,,,137,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,6,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"5","NH3","dynamic enclosure","IT","CRPA","Swine","slurry","none",,"2",,,,3.21,3.27,2.16,,,,7.15,103,"t/ha",336.81,222.48,,,"broadcast","none",,1.29583333333333,117.86,0.34993022772483,,,,1.3,7.45,,44,"loam",,,,,24.635,,27.045,,,,5,1.2743,0.89144,2,,,,,,,,,,,,,,,,,,,,,,,138,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,6,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"5","NH3","dynamic enclosure","IT","CRPA","Swine","slurry","none",,"3",,,,3.21,3.27,2.16,,,,7.15,103,"t/ha",336.81,222.48,,,"broadcast","none",,1.29166666666667,182.9,0.543036133131439,,,,1.3,7.45,,44,"loam",,,,,24.591,,27.002,,,,5,1.2749,0.88764,2,,,,,,,,,,,,,,,,,,,,,,,139,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,6,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"7","NH3","windtunnel","IT","CRPA","Swine","slurry","separation",,"0",,,,2.49,2.79,1.88,,,,7.43,100,"t/ha",279,188,,,"trailing hose","none",,2.79166666666667,53.92,0.19326164874552,,,,2.4,7.5,,41,"loam",,,,,,,,,,,3,2.4855,2.429,2,,,,,,,,,,,,,,,,,,,,,,,140,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,15,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"7","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"0",,,,3.32,3.11,1.88,,,,7.44,100,"t/ha",311,188,,,"trailing hose","none",,2.91666666666667,67.447,0.216871382636656,,,,2.4,7.5,,41,"loam",,,,,,,,,,,3,2.4361,2.3388,2,,,,,,,,,,,,,,,,,,,,,,,141,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"7","NH3","windtunnel","IT","CRPA","Swine","slurry","separation",,"0",,,,2.49,2.79,1.9,,,,7.43,100,"t/ha",279,190,,,"broadcast","none",,2.91666666666667,110.46,0.395913978494624,,,,2.4,7.5,,41,"loam",,,,,,,,,,,3,2.3538,2.3905,2,,,,,,,,,,,,,,,,,,,,,,,142,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"7","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"0",,,,3.32,3.11,1.88,,,,7.44,100,"t/ha",311,188,,,"broadcast","none",,2.91666666666667,139.58,0.448810289389068,,,,2.4,7.5,,41,"loam",,,,,,,,,,,3,2.5019,2.437,2,,,,,,,,,,,,,,,,,,,,,,,143,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"8","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"1",,,,10.5,6.38,3.75,,,,7.77,40,"t/ha",255.2,150,,,"open slot","none",,3,10.478,0.0410579937304075,,,,2.45,7.5,,39,"loam",,,,,16.277,,15.629,,,10.478,,1.1687,1.1687,2,,,,,,,,,,,,,,,,,,,,,,,144,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
"8","NH3","windtunnel","IT","CRPA","Swine","slurry","none",,"2",,,,10.5,6.38,3.75,,,,7.77,40,"t/ha",255.2,150,,,"open slot","none",,3,14.805,0.0580133228840125,,,,2.45,7.5,,39,"loam",,,,,16.277,,15.629,,,14.805,,1.3497,1.3497,2,,,,,,,,,,,,,,,,,,,,,,,145,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,,,16,,,,1,,,,"dataset+publication","Data from ALFAM2 database v1.3."
